Shape *,MSLINK,ID_NUMBER,BLM,RELATIONTO,RELATIONT2,URBAN,NBR_TENN_C,NBR_RT2,SPCL_CSE,CNTY_SEQ,CASENO,TDOTLOC,YEAROFCRAS,DATEOFCRAS,TIMEO,TYPEOFCRAS,TOTALKIL,TOTALINJU,TOTAL_INCA,TOTAL_OTHE,TOTALVEHIC,FIRSTHARMF,MANNEROFCO,WEATHER,LIGHTCONDI,LOCATE_TYP,Hour
Point,2838,15SR032001,15.598,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,102543145,Along Roadway,2019,10/19/2019,530,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Rain,Daylight,Automatic,5
Point,2839,15SR032001,15.674,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,102357249,Along Roadway,2019,4/5/2019,2021,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Dark-Not Lighted,Automatic,20
Point,2840,15SR032001,15.693,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,101896119,At an Intersection,2018,1/24/2018,1618,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,16
Point,2841,15SR032001,15.698,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,101941625,Along Roadway,2018,3/8/2018,1536,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Cloudy,Daylight,Automatic,15
Point,2842,15SR032001,15.751,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,102589169,Along Roadway,2019,12/5/2019,1600,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,16
Point,2843,15SR032001,15.8,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,102351672,Along Roadway,2019,4/5/2019,2003,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,20
Point,2844,15SR032001,15.813,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,101363083,Along Roadway,2016,9/16/2016,1532,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Cloudy,Daylight,Automatic,15
Point,2845,15SR032001,16.096,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,101628962,Along Roadway,2017,4/28/2017,1645,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,16
Point,2846,15SR032001,16.099,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,102012068,Along Roadway,2018,5/15/2018,2152,Prop Damage (over),0,0,0,0,1,Other Animal,NO COLLISION W/ VEHICLE,Cloudy,Dark-Not Lighted,Automatic,21
Point,2847,15SR032001,16.174,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,101431782,Along Roadway,2016,10/31/2016,730,Prop Damage (over),0,0,0,0,1,Deer (Animal),NO COLLISION W/ VEHICLE,Clear,Dawn,Automatic,7
Point,2848,15SR032001,16.811,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,102199802,Along Roadway,2018,11/3/2018,1900,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,"SIDESWIPE, SAME DIR",Clear,Dark-Not Lighted,Automatic,19
Point,2849,15SR032001,16.903,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,101822984,Along Roadway,2017,11/11/2017,1610,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,16
Point,2850,15SR032001,17.187,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,101935111,Along Roadway,2018,3/6/2018,750,Prop Damage (over),0,0,0,0,4,Vehicle in Transport,REAR-END,Rain,Daylight,Automatic,7
Point,2851,15SR032001,17.328,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,101541638,Along Roadway,2017,2/1/2017,1530,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,15
Point,2852,15SR032001,17.342,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,102133706,At an Intersection,2018,9/4/2018,1640,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,16
Point,2853,15SR032001,17.423,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,101609555,Along Roadway,2017,4/10/2017,218,Prop Damage (over),0,0,0,0,1,Deer (Animal),NO COLLISION W/ VEHICLE,Clear,Dark-Not Lighted,Automatic,2
Point,2854,15SR032001,17.784,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,101575339,Along Roadway,2017,3/6/2017,2135,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,"SIDESWIPE, SAME DIR",Clear,Dark-Not Lighted,Automatic,21
Point,2855,15SR032001,17.806,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,102307213,Along Roadway,2019,2/11/2019,1834,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,ANGLE,Rain,Dark-Lighted,Automatic,18
Point,2856,15SR032001,17.843,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,101566038,Along Roadway,2017,2/24/2017,1800,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,18
Point,2857,15SR032001,17.851,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,102109743,Along Roadway,2018,8/12/2018,0,Prop Damage (over),0,0,0,0,2,Motor Vehicle-In-Motion Outside Trafficway,UNKNOWN,Clear,Daylight,Automatic,0
Point,2858,15SR032001,17.994,NON_JUNCTION,--,--,COCKE,SR032,0-NONE,1,102101613,Along Roadway,2018,8/6/2018,1842,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,18
Point,3388,15SR032001,11.07,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,101754251,At an Intersection,2017,9/7/2017,2007,Suspected Minor Injury,0,1,0,1,2,Vehicle in Transport,ANGLE,Clear,Dark-Lighted,Automatic,20
Point,3389,15SR032001,11.07,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,101903955,At an Intersection,2018,1/30/2018,1210,Prop Damage (over),0,0,0,0,3,Vehicle in Transport,"SIDESWIPE, OPP DIR",Clear,Daylight,Automatic,12
Point,3390,15SR032001,11.07,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102340995,At an Intersection,2019,3/21/2019,1000,Prop Damage (under),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,10
Point,3391,15SR032001,12.885,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102133052,At an Intersection,2018,9/3/2018,1650,Suspected Minor Injury,0,2,0,2,2,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,16
Point,3392,15SR032001,13.04,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,101645459,At an Intersection,2017,5/12/2017,1955,Suspected Minor Injury,0,1,0,1,2,Vehicle in Transport,ANGLE,Cloudy,Dark-Not Lighted,Automatic,19
Point,3393,15SR032001,13.04,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,101861599,At an Intersection,2017,12/16/2017,1220,Suspected Minor Injury,0,4,0,4,2,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,12
Point,3394,15SR032001,13.04,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102225140,At an Intersection,2018,11/22/2018,1825,Suspected Serious Injury,0,3,2,1,2,Vehicle in Transport,ANGLE,Clear,Dark-Not Lighted,Automatic,18
Point,3395,15SR032001,13.611,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102337525,At an Intersection,2019,3/19/2019,1625,Suspected Minor Injury,0,1,0,1,4,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,16
Point,3396,15SR032001,15.386,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102033818,At an Intersection,2018,6/4/2018,1519,Suspected Minor Injury,0,2,0,2,2,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,15
Point,3397,15SR032001,16.006,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,101077996,At an Intersection,2016,1/15/2016,1440,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Rain,Daylight,Automatic,14
Point,3398,15SR032001,16.234,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,101965184,At an Intersection,2018,4/2/2018,1605,Suspected Minor Injury,0,1,0,1,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,16
Point,3399,15SR032001,17.342,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,101684242,At an Intersection,2017,6/26/2017,1144,Suspected Minor Injury,0,3,0,3,2,Vehicle in Transport,"SIDESWIPE, SAME DIR",Clear,Daylight,Automatic,11
Point,3400,15SR032001,17.342,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,101992253,At an Intersection,2018,4/27/2018,1648,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,16
Point,3401,15SR032001,17.84,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,101861017,At an Intersection,2017,12/16/2017,2045,Suspected Minor Injury,0,1,0,1,2,Vehicle in Transport,ANGLE,Clear,Dark-Not Lighted,Automatic,20
Point,3402,15SR032001,17.84,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,101993464,At an Intersection,2018,4/27/2018,0,Suspected Minor Injury,0,1,0,1,2,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,0
Point,3403,15SR032001,17.84,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102049887,At an Intersection,2018,6/19/2018,2005,Suspected Minor Injury,0,1,0,1,2,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,20
Point,3404,15SR032001,17.84,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102173735,At an Intersection,2018,10/11/2018,740,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,ANGLE,Rain,Daylight,Automatic,7
Point,3405,15SR032001,17.84,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102194060,At an Intersection,2018,10/29/2018,1701,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,17
Point,3406,15SR032001,17.84,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102357362,At an Intersection,2019,4/10/2019,1547,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,15
Point,3407,15SR032001,17.84,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102572300,At an Intersection,2019,11/18/2019,1519,Suspected Minor Injury,0,4,0,4,2,Vehicle in Transport,"SIDESWIPE, OPP DIR",Clear,Daylight,Automatic,15
Point,3408,15SR032001,17.95,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102149584,At an Intersection,2018,9/14/2018,756,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,ANGLE,Fog,Daylight,Automatic,7
Point,3409,15SR032001,17.95,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102488364,At an Intersection,2019,8/25/2019,1110,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,11
Point,3410,15SR032001,17.95,INTERSECTION,On Roadway,--,COCKE,SR032,0-NONE,1,102550766,At an Intersection,2019,10/27/2019,1630,Prop Damage (over),0,0,0,0,3,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,16
Point,3522,15SR032001,16.09,INTERSECTION,Shoulder,--,COCKE,SR032,0-NONE,1,101899645,At an Intersection,2018,1/28/2018,840,Prop Damage (over),0,0,0,0,1,Earth Embankment,NO COLLISION W/ VEHICLE,Rain,Dawn,Automatic,8
Point,3527,15SR032001,15.786,INTERSECTION,Roadside -- Left --,,COCKE,SR032,0-NONE,1,101131699,At an Intersection,2016,3/11/2016,116,Prop Damage (over),0,0,0,0,1,Guardrail Face,NO COLLISION W/ VEHICLE,Clear,Dark-Not Lighted,Automatic,1
Point,3540,15SR032001,15.786,INTERSECTION,Roadside -- Righ--,,COCKE,SR032,0-NONE,1,101705222,At an Intersection,2017,7/15/2017,2047,Prop Damage (over),0,0,0,0,1,Standing Tree,NO COLLISION W/ VEHICLE,Clear,Daylight,Automatic,20
Point,3541,15SR032001,17.84,INTERSECTION,Roadside -- Righ--,,COCKE,SR032,0-NONE,1,102038922,At an Intersection,2018,6/9/2018,931,Prop Damage (over),0,0,0,0,1,Earth Embankment,NO COLLISION W/ VEHICLE,Clear,Daylight,Automatic,9
Point,3549,15SR032001,17.95,INTERSECTION,Off Roadway -- L--,,COCKE,SR032,0-NONE,1,101423712,At an Intersection,2016,10/26/2016,2244,Prop Damage (over),0,0,0,0,1,Earth Embankment,NO COLLISION W/ VEHICLE,Clear,Dark-Not Lighted,Automatic,22
Point,3557,15SR032001,17.84,INTERSECTION,OTHER,--,COCKE,SR032,0-NONE,1,102279387,At an Intersection,2019,1/16/2019,2108,Prop Damage (over),0,0,0,0,1,Earth Embankment,NO COLLISION W/ VEHICLE,Clear,Dark-Not Lighted,Automatic,21
Point,3733,15SR032001,12.885,INTERSECTION,--,--,COCKE,SR032,0-NONE,1,101596821,At an Intersection,2017,3/26/2017,1315,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,13
Point,3734,15SR032001,13.04,INTERSECTION,--,--,COCKE,SR032,0-NONE,1,102210189,At an Intersection,2018,11/13/2018,1231,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,ANGLE,Rain,Daylight,Automatic,12
Point,3735,15SR032001,13.04,INTERSECTION,--,--,COCKE,SR032,0-NONE,1,102295297,At an Intersection,2019,2/2/2019,1500,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,15
Point,3736,15SR032001,16.09,INTERSECTION,--,--,COCKE,SR032,0-NONE,1,101631662,At an Intersection,2017,5/1/2017,1830,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,18
Point,3737,15SR032001,16.09,INTERSECTION,--,--,COCKE,SR032,0-NONE,1,101816190,At an Intersection,2017,11/4/2017,1535,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,15
Point,3738,15SR032001,17.84,INTERSECTION,--,--,COCKE,SR032,0-NONE,1,101188149,At an Intersection,2016,5/5/2016,1439,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Rain,Daylight,Automatic,14
Point,3739,15SR032001,17.95,INTERSECTION,--,--,COCKE,SR032,0-NONE,1,101704040,At an Intersection,2017,7/17/2017,1645,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,16
Point,3740,15SR032001,17.95,INTERSECTION,--,--,COCKE,SR032,0-NONE,1,101794270,At an Intersection,2017,10/16/2017,2138,Prop Damage (over),0,0,0,0,1,Deer (Animal),NO COLLISION W/ VEHICLE,Clear,Dark-Lighted,Automatic,21
Point,3877,15SR032001,13.611,INTERSECTION RELAOn Roadway,,--,COCKE,SR032,0-NONE,1,101455338,At an Intersection,2016,11/20/2016,1550,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,15
Point,3878,15SR032001,14.133,INTERSECTION RELAOn Roadway,,--,COCKE,SR032,0-NONE,1,101985439,At an Intersection,2018,4/20/2018,1705,Prop Damage (over),0,0,0,0,3,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,17
Point,3937,15SR032001,10.355,INTERSECTION RELARoadside -- Righ--,,,COCKE,SR032,0-NONE,1,102307250,At an Intersection,2019,2/15/2019,2217,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,"SIDESWIPE, SAME DIR",Rain,Dark-Lighted,Automatic,22
Point,3998,15SR032001,15.54,INTERSECTION RELA--,,--,COCKE,SR032,0-NONE,1,101156320,At an Intersection,2016,3/29/2016,1748,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,OTHER,Clear,Daylight,Automatic,17
Point,3999,15SR032001,15.54,INTERSECTION RELA--,,--,COCKE,SR032,0-NONE,1,101481507,At an Intersection,2016,12/16/2016,936,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,9
Point,4000,15SR032001,17.342,INTERSECTION RELA--,,--,COCKE,SR032,0-NONE,1,102370263,At an Intersection,2019,4/19/2019,1625,Prop Damage (over),0,0,0,0,4,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,16
Point,4001,15SR032001,17.95,INTERSECTION RELA--,,--,COCKE,SR032,0-NONE,1,101454011,At an Intersection,2016,11/18/2016,1850,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Cloudy,Dark-Not Lighted,Automatic,18
Point,4131,15SR032001,14.851,"DRIVEWAY, ALLEY ACOn Roadway",,--,COCKE,SR032,0-NONE,1,101800200,Along Roadway,2017,10/21/2017,1310,Suspected Minor Injury,0,4,0,4,3,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,13
Point,4132,15SR032001,15.319,"DRIVEWAY, ALLEY ACOn Roadway",,--,COCKE,SR032,0-NONE,1,102427252,Along Roadway,2019,6/19/2019,640,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,6
Point,4180,15SR032001,13.619,"DRIVEWAY, ALLEY AC--",,--,COCKE,SR032,0-NONE,1,101507477,Along Roadway,2017,1/17/2017,700,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,UNKNOWN,Cloudy,Daylight,Automatic,7
Point,4209,15SR032001,14.365,OTHER,Roadside -- Righ--,,COCKE,SR032,0-NONE,1,101731884,Along Roadway,2017,8/14/2017,1808,Prop Damage (over),0,0,0,0,1,Ditch,NO COLLISION W/ VEHICLE,Rain,Dark-Lighted,Automatic,18
Point,4211,15SR032001,13.023,OTHER,Outside Trafficw--,,COCKE,SR032,0-NONE,1,102248763,Along Roadway,2018,12/16/2018,325,Prop Damage (over),0,0,0,0,1,Other Fixed Object,NO COLLISION W/ VEHICLE,Cloudy,Dark-Not Lighted,Automatic,3
Point,4217,15SR032001,16.521,OTHER,--,--,COCKE,SR032,0-NONE,1,101768121,Along Roadway,2017,9/13/2017,1430,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,REAR-END,Clear,Daylight,Automatic,14
Point,4218,15SR032001,17.666,OTHER,--,--,COCKE,SR032,0-NONE,1,101823214,Along Roadway,2017,11/12/2017,1040,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,ANGLE,Clear,Daylight,Automatic,10
Point,4219,15SR032001,17.833,OTHER,--,--,COCKE,SR032,0-NONE,1,102163041,Along Roadway,2018,9/30/2018,1225,Prop Damage (over),0,0,0,0,2,Vehicle in Transport in other Roadway,ANGLE,Clear,Daylight,Automatic,12
Point,4296,15SR032001,11.071,--,--,--,COCKE,SR032,0-NONE,1,101819124,Along Roadway,2017,11/5/2017,1120,Prop Damage (under),0,0,0,0,2,--,--,--,--,Automatic,11
Point,4297,15SR032001,14.829,--,--,--,COCKE,SR032,0-NONE,1,102147226,Along Roadway,2018,9/14/2018,1130,Prop Damage (under),0,0,0,0,2,--,--,--,--,Automatic,11
Point,4298,15SR032001,14.944,--,--,--,COCKE,SR032,0-NONE,1,102193219,Along Roadway,2018,10/25/2018,1150,Prop Damage (under),0,0,0,0,2,--,--,--,--,Automatic,11
Point,4299,15SR032001,15.544,--,--,--,COCKE,SR032,0-NONE,1,102209398,Along Roadway,2018,11/8/2018,1700,Prop Damage (under),0,0,0,0,2,--,--,--,--,Automatic,17
Point,4300,15SR032001,16.524,--,--,--,COCKE,SR032,0-NONE,1,101933592,Along Roadway,2018,3/4/2018,1340,Prop Damage (under),0,0,0,0,1,--,--,--,--,Automatic,13
Point,4301,15SR032001,17.652,--,--,--,COCKE,SR032,0-NONE,1,101880498,Along Roadway,2018,1/6/2018,0,Prop Damage (under),0,0,0,0,2,--,--,--,--,Automatic,0
Point,4302,15SR032001,17.95,--,--,--,COCKE,SR032,0-NONE,1,102080348,At an Intersection,2018,7/19/2018,1654,Prop Damage (under),0,0,0,0,2,--,--,--,--,Automatic,16
Point,162,150A424001,0.128,NON_JUNCTION,On Roadway,--,COCKE,0A424,0-NONE,1,101180574,Along Roadway,2016,4/23/2016,908,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,"SIDESWIPE, OPP DIR",Clear,Daylight,Automatic,9
Point,163,150A424001,0.184,NON_JUNCTION,On Roadway,--,COCKE,0A424,0-NONE,1,102539992,Along Roadway,2019,10/16/2019,1425,Suspected Minor Injury,0,3,0,3,2,Vehicle in Transport,HEAD-ON,Cloudy,Daylight,Automatic,14
Point,164,150A424001,0.563,NON_JUNCTION,On Roadway,--,COCKE,0A424,0-NONE,1,102026739,Along Roadway,2018,5/28/2018,1231,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,"SIDESWIPE, OPP DIR",Rain,Daylight,Automatic,12
Point,2260,150A424001,0.055,NON_JUNCTION,--,--,COCKE,0A424,0-NONE,1,102518744,Along Roadway,2019,9/23/2019,1534,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,"SIDESWIPE, OPP DIR",Clear,Daylight,Automatic,15
Point,2261,150A424001,0.163,NON_JUNCTION,--,--,COCKE,0A424,0-NONE,1,101724028,Along Roadway,2017,8/3/2017,1510,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,"SIDESWIPE, OPP DIR",Clear,Daylight,Automatic,15
Point,2262,150A424001,0.486,NON_JUNCTION,--,--,COCKE,0A424,0-NONE,1,101605689,Along Roadway,2017,4/5/2017,1030,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,"SIDESWIPE, OPP DIR",Cloudy,Daylight,Automatic,10
Point,2263,150A424001,0.496,NON_JUNCTION,--,--,COCKE,0A424,0-NONE,1,101358756,Along Roadway,2016,9/11/2016,925,Prop Damage (over),0,0,0,0,2,Vehicle in Transport,"SIDESWIPE, OPP DIR",Cloudy,Daylight,Automatic,9
